Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F004790,18201,Kangaroo,Canguro,"Kangaroo, rump, raw","Canguro, grupa, en bruto",373,89,373,89,75.5,20.3,3.25,0.8,1.2,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3,,70,,0.14,0,0,2.3,,24,0,,,,220,320,20,47,,,2.3,18,,8,,8,19,,,,0.18,0.44,3.5,2.82,6.32,0.52,0.78,,2,0,0,0,0,0,0.2,0,0.4,0,2.38,0.8,,,,,,,,0.77,0,0,0,0,0,0,0,0,,,0,0,,,1,0.01,0.8,0.01,16.8,0.12,1.2,0.01,12.1,0.08,,,0.1,0,,,0,0,,,0,0,32.12,0.22,,,0,0,,,2.3,0.02,1.6,0.01,27.5,0.19,0.2,0,0,0,0,0,31.58,0.22,,,,,15.9,0.11,4,0.03,,,0,0,,,,,0.2,1.2,0,0,0.8,5.84,,,8.2,56.68,2.3,15.8,0,0,0.3,2.23,2.8,19.58,,,0.6,4.12,,,35.28,0.24,5.75,39.503,,,1.6,10.99,0,57,51,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F004789,18201,Kangaroo,Canguro,"Kangaroo, rump, baked, no added fat","Canguro, grupa, al horno, sin grasa añadida",669,160,669,160,60.8,33.9,5.42,2.5,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,90,,0.25,0,0,4.2,,29,0,,,,270,370,30,51,,,4,16,0,12,0,12,18,,,,0.15,0.69,4.4,4.67,9.07,0.44,0.55,,2.4,0,0,0,0,0,0.2,0,0.1,0,0.85,1.7,,,,,,,,1.7,0,0,0,0,0,0,0,0,,,0.1,0,,,1.4,0.03,1.3,0.03,21.6,0.5,1.6,0.04,14.6,0.33,,,0,0,,,0,0,,,0,0,40.6,0.93,,,0.3,0.01,,,1.6,0.04,,,41,0.94,0.2,0,0,0,0,0,43.1,0.99,,,,,8.5,0.2,3,0.07,,,0.1,2.29,,,,,0,0,0,0,0.4,9.16,,,2.3,52.67,1,22.9,,,0.1,2.29,0.9,20.61,,,0.2,4.58,,,16.5,0.38,2.1,48.09,,,1.6,36.64,0,75,51,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F004787,18201,Kangaroo,Canguro,"Kangaroo, loin fillet, raw","Canguro, filete de lomo, en bruto",397,95,397,95,75.4,21.4,3.42,0.9,1.1,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3,,60,,0.17,0,0,3.4,,26,0,,,,220,350,20,40,,,2.3,8,,8,,8,9,,,,0.22,0.41,4.2,2.97,7.17,0.55,0.86,,1.9,0,0,0,0,0,0.2,0,0.4,0,2.38,0.7,,,,,,,,0.68,0,0,0,0,0,0,0,0,,,0,0,,,0.7,0.01,0.8,0.01,16,0.13,1.2,0.01,12.8,0.11,,,0,0,,,0,0,,,0,0,31.48,0.26,,,0,0,,,2,0.02,1.6,0.01,27.6,0.23,0.2,0,0,0,0,0,31.32,0.26,,,,,16.3,0.14,5.5,0.04,,,0,0.21,,,,,0.2,1.65,0.1,1.03,1.1,9.28,,,6.9,57.09,2.5,20.82,0,0,0.4,3.09,2.9,23.91,,,0.6,5.15,,,36.65,0.3,6.05,49.877,,,1.7,14.02,0,65,51,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F004786,18201,Kangaroo,Canguro,"Kangaroo, loin fillet, grilled, no added fat","Canguro, filete de lomo, asado a la parrilla, la grasa sin adición",566,135,566,135,66.8,30.7,4.91,1.2,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,70,,0.24,0,0,4.1,,30,0,,,,280,390,20,44,,,3.05,7,0,12,,12,9,,,,0.23,0.66,4.8,4.26,9.06,0.58,0.8,,2.5,0,0,0,0,0,0.2,0,0.1,0,0.85,1.6,,,,,,,,1.6,0,0,0,0,0,0,0,0,,,0.2,0,,,1.1,0.01,1.3,0.01,18.7,0.21,1.4,0.02,11.8,0.13,,,0,0,,,0,0,,,0,0,34.5,0.38,,,0.2,0,,,1.1,0.01,,,31.2,0.34,0.2,0,0,0,0,0,32.7,0.36,,,,,16.1,0.18,5.5,0.06,,,0,0,,,,,0,0,0,0,1,10.99,,,6.2,68.15,2.1,23.08,,,0.1,1.1,1.8,19.79,,,0.5,5.5,,,33.3,0.36,4.4,48.365,,,1.7,18.69,0,71,51,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F004793,18201,Kangaroo,Canguro,"Kangaroo, tail, raw","Canguro, la cola, crudo",381,91,381,91,77.5,20,3.2,1.1,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,13,,,,0.083,,2.5,1.7,,15,,,,,120,210,14,140,,,5.6,11,0,0,0,0,11,,,,0.04,0.05,2.3,3.88,6.18,,0.37,,0.9,147,0,147,147,0,0.2,0,0.4,0,2.38,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0.3,0,,,1.6,0.02,1.3,0.01,16.1,0.16,1.1,0.01,8.1,0.08,,,0.3,0,,,0.1,0,,,0,0,28.9,0.29,,,0.3,0,,,7.8,0.08,0.6,0.01,45,0.45,0.2,0,0,0,0,0,53.9,0.54,,,,,5.2,0.05,2.6,0.03,,,0,0,,,,,0.1,1.01,0,0,0.3,3.02,,,1.7,17.13,0.7,7.05,0,0,0.2,2.02,1.1,11.08,,,0.3,3.02,,,12.2,0.12,2.1,21.16,,,5.4,54.41,0,120,71,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F004792,18201,Kangaroo,Canguro,"Kangaroo, tail, cooked, no added fat","Canguro, la cola, cocinado, sin grasa añadida",464,111,464,111,72.6,24.4,3.9,1.3,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,14,,,,0.101,,2.3,2.07,,16,,,,,124,205,17.1,145,,,6.83,10,0,0,0,0,10,,,,0.027,0.058,2.1,4.73,6.83,,0.23,,0.9,170,0,170,170,0,0.3,0,0.5,0,2.61,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0.02,,0.02,,0.2,,0.01,,0.1,,,,0,,,,0,,,,0,,0.36,,,,0,,,,0.1,,0.01,,0.55,,0,,0,,0,,0.66,,,,,,0.06,,0.03,,,,0,,,,,,1.23,,0,,3.69,,,,20.89,,8.6,,0,,2.46,,13.52,,,,3.69,,,,0.15,,25.805,,,,66.35,0,146,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marsupial indigenous to Australia,tipo de marsupial
F006282,18303,Feathered game,caza de pluma,"Ostrich, fan fillet, raw","Avestruz, filete de ventilador, crudo",424,101,424,101,76.4,23.4,3.74,0.7,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3,,,,,,0,2.3,,26,,,,,228,308,34.9,53,,,3.71,0,,0,,0,0,,,,0.196,0.288,4.72,3.54,8.26,,0.51,,5,8,0,8,8,0,0.2,0,0.5,0,2.7,0.2,,,,,,,,0.2,0,0,0,0,0,0,0,0,,,0,0,,,0.5,0,0.2,0,19,0.13,0.2,0,12.6,0.08,,,0,0,,,0.3,0,,,0,0,32.8,0.22,,,0.4,0,,,7,0.05,0.3,0,29.2,0.19,0.3,0,0,0,0,0,37.2,0.25,,,,,14.4,0.1,1.2,0.01,,,0,0,,,,,0.2,1.32,0,0,0.7,4.63,,,9.3,61.52,1.2,7.94,0,0,0.9,5.95,1.4,9.26,,,0.6,3.97,,,29.9,0.2,3.2,21.168,,,0.5,3.11,0,54,56,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Species of large flightless bird,especie de ave
F006283,18303,Feathered game,caza de pluma,"Ostrich, moon steak, raw","Avestruz, carne luna, crudo",455,109,455,109,76,23.7,3.79,1.4,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,3,,,,,,0,2.8,,26,,,,,229,315,35.8,52,,,3.8,0,,0,,0,0,,,,0.198,0.29,4.76,3.59,8.35,,0.52,,5,8,0,8,8,0,0.2,0,0.5,0,2.7,0.2,,,,,,,,0.2,0,0,0,0,0,0,0,0,,,0,0,,,0.7,0.01,0.3,0,22.7,0.3,0.2,0,10.9,0.14,,,0,0,,,0.2,0,,,0,0,35,0.46,,,0.4,0,,,8,0.11,0.2,0,30.5,0.4,0.3,0,0,0,0,0,39.4,0.52,,,,,14.2,0.19,1.5,0.02,,,0,0,,,,,0.2,2.65,0,0,0.5,6.62,,,6.1,80.7,0.9,11.91,0,0,0.6,7.94,0.9,11.91,,,0.4,5.29,,,25.3,0.34,2.2,29.106,,,0.5,6.22,0,53,56,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Species of large flightless bird,especie de ave
F006698,18303,Feathered game,caza de pluma,"Pigeon (squab), whole, raw","Pigeon (banqueta), entero, crudo",1219,291,1219,291,59.4,16.2,2.59,25.5,0.8,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,13,,,,,,1.3,2.4,,18,,,,,161,199,13.3,68,,,2.2,73,,0,,0,73,,,,0.212,0.224,6.05,3.1,9.15,,0.41,,0.4,6,0,6,6,5,0.6,0,1.2,0,8.7,0.3,,,,,,,,0.34,0,0,0,0,0,0,0,0,,,0,0,,,0.6,0.14,0,0,22.5,5.42,0.1,0.02,5.2,1.25,,,0,0,,,0,0,,,0,0,28.4,6.84,,,0.3,0.07,,,11.7,2.82,0,0,46.5,11.2,0.2,0.05,0,0,0.2,0.05,58.9,14.19,,,,,11.8,2.84,0.4,0.1,,,0,0,,,,,0.2,48.2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,12.4,2.99,0,0,,,0.5,113.26,0,84,70,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species of pigeon; the wild bird from which domesticated pigeons derive,especie de ave columbiforme
F007601,18202,Other mammalian game ,Otro juego de mamíferos,"Rabbit, farmed, whole, raw","Conejo, de granja, entero, crudo",472,113,472,113,75.3,23.2,3.71,2.1,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,9,,110,,0.07,700,0.3,1,,26,0,,,,210,370,25,53,200,,1.6,10,0,0,0,0,10,,,,0.06,0.06,7.5,4.8,12.3,0.53,0.25,1.3,5.3,8,0,8,8,0,1.6,0,0,0,1.6,0.9,,,,,,,,0.91,0,0,0,0,0,0,0,0,,,0.3,0.01,,,2.3,0.04,0.5,0.01,28.5,0.55,0.6,0.01,7.8,0.15,,,0,0,,,0,0,,,0,0,40,0.77,,,0.2,0,,,3.2,0.06,0,0,27.6,0.53,0.3,0.01,0,0,0,0,31.3,0.6,,,,,19,0.36,2,0.04,,,0,0,,,,,0.2,3.85,0,0,0.5,9.62,,,3.8,73.1,0.3,5.77,0,0,0.9,17.31,0.8,15.39,,,0.2,3.85,,,27.7,0.53,1.3,25.007,,,0.6,11.54,0,67,76,282,351,1303,376,1396,546,2027,74,275,881,3270,290,1076,247,917,335,1244,474,1759,491,1823,175,650,288,1069,236,876,276,1025,332,1232,213,791,329,1221,species of small mammals (Leporidae),especie de mamífero lagomorfo de la familia Leporidae
F007602,18202,Other mammalian game ,Otro juego de mamíferos,"Rabbit, flesh, casseroled, no added fat","Conejo, carne, guisado, sin grasa añadida",712,170,712,170,64.5,29.3,4.69,5.7,1.2,0,0,0,0.2,0,0,0,,,0.2,0,0,0,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,17,,100,,0.09,1000,2.1,1.3,,26,0,,,,210,320,37,56,260,,2.1,7,0,0,0,0,7,,,,0.07,0.12,7.3,6.06,13.36,0.47,0.19,1.6,8,9,0,9,9,0,0.4,0,0,0,0.4,1,,,,,,,,0.95,0,0,0,0,0,0,0,0,,,0,0,,,3.2,0.17,0.7,0.04,30.9,1.61,1.1,0.06,8.6,0.45,,,0.2,0.01,,,0,0,,,0,0,44.7,2.33,,,0,0,,,3.3,0.17,,,20.7,1.08,0.2,0.01,0.4,0.02,0,0,24.6,1.28,,,,,13,0.68,15.6,0.82,,,,,,,,,0,0,0.3,15.66,,,,,1.4,73.1,0,0,,,0,0,0,0,,,0.3,15.66,,,30.6,1.6,0.3,15.664,,,0.6,31.33,0,92,76,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species of small mammals (Leporidae),especie de mamífero lagomorfo de la familia Leporidae
F002709,18401,Liver ,Hígado,"Chicken, liver, raw","De pollo, hígado, crudo",466,111,466,111,75.3,16.9,2.71,4.8,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.38,,1.4,9.8,,19,0.38,,,,300,230,54.6,66,,,3.6,12000,0,28,25,40,12007,,,,0.305,1.778,9.73,3,12.73,5,0.85,,16.6,1450,0,1450,1450,18,0,0,0,0,0,0.4,,0,,,,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37,1.34,,,,,,,,,,,,,,,,,,,29.86,1.07,,,,,11.4,0.41,0.3,0.01,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,7.91,0.28,19.56,0.7,0,0,,,1.6,55.62,0,345,65,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated bird kept by humans primarily as a food source,especie de ave doméstica
F002708,18401,Liver ,Hígado,"Chicken, liver, fried, added butter","De pollo, hígado, fritos, mantequilla añadido",743,178,743,178,65.4,20.2,3.23,10.8,1.4,0,0,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.452,,1.9,11.06,,19,0.451,,,,322,234,64.9,115,,,4.28,10719,0,31,22,42,10726,,,,0.254,1.903,9.31,3.58,12.89,5.94,0.74,,15.8,1464,0,1464,1464,17,0,0,0,0,0.02,0.5,,0,,,,0.3,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,2.27,,,,,,0.54,,0.04,,,,,,,,,,,,,,,,,,,,0.96,,,,,,4.8,,,,0,,,,0.92,,5.762,,,,365.66,0,420,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated bird kept by humans primarily as a food source,especie de ave doméstica
F005021,18401,Liver ,Hígado,"Lamb, liver, grilled, no added fat","Lamb, el hígado, a la parrilla, la grasa no añadido",822,196,822,196,61.5,21.5,3.44,11.1,1.5,0,0,0,0,0,0,0,0,,0,0,0,0,,,2.6,,,,,,,,,2.6,2.6,,,,,,,,,,,,0,2.1,12.7,6,1.1,,,8.1,,6.4,11,4.7,20,0.31,0.1,149,1,400,330,46.6,73,,0.4,5,31000,0,41,0,41,31007,,,,0.25,4.5,14.5,5.44,19.94,7,0.49,,76.5,680,0,680,680,23,0,0,0,0,0,0,,0,,,,,,0,,,,,,,,,,,0.9,0.07,,,1.4,0.12,0,0,21.3,1.76,1.8,0.15,14.5,1.2,,,,,,,,,,,,,39.9,3.29,,,0,0,0,0,5,0.41,0,0,31.7,2.61,0,0,,,,,36.7,3.03,,,,,7.3,0.6,6.4,0.53,,,,,,,,,0,0,0,0,,,,,2.5,206.15,1.5,123.69,,,0,0,2.5,206.15,,,2.5,206.15,,,22.7,1.87,6.5,535.98,,,5,412.29,0,585,93,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F000224,18601,Bacon,Tocino,"Bacon, middle rasher, separable lean, fried, no added fat","Tocino, lonja media, parte magra, frito, sin grasa añadida",858,205,858,205,52.2,31.2,4.99,8.5,7.3,0,0,0,0,0.8,0,0,,,0.8,0.8,0.8,0,,,,,,,,,,,,0.8,0.8,,,,,,,,,,,0,,0,0,10,2.2,,,0.057,,5.1,0.73,0,29,0.013,,1.6,,490,440,16,2200,,,2.6,0,0,0,,0,0,,,,0.66,0.09,10,6.11,16.11,0.42,0.08,,0.4,1,0,1,1,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,1.2,0.09,0,0,24.7,1.91,0.3,0.02,14,1.08,,,0.2,0.02,,,0,0,,,0.2,0.02,40.6,3.14,,,0,0,,,2.7,0.21,0,0,44.2,3.42,0.8,0.06,0,0,0,0,47.7,3.69,,,,,8.8,0.68,0.5,0.04,,,0,0,,,,,0.4,30.94,0.1,7.74,0.2,15.47,,,0.8,61.88,0,0,0,0,0.2,15.47,0.2,15.47,,,0,0,,,11.2,0.87,0.2,15.47,,,0.7,54.14,0,89,72,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cured and smoked pork belly,producto cárnico de cerdo o puerco
F000228,18601,Bacon,Tocino,"Bacon, middle rasher, untrimmed, raw","Tocino, lonja medio, sin recortar, crudo",1310,313,1310,313,51.1,15.4,2.47,28.2,3.8,0,0,0.1,0.1,0,0,0,,,0.3,0.3,0.3,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,0,0,5,0,,,0.061,,0,0.43,,15,0.008,0,0,,257,277,15,1274,,0,0.79,8,0,0,0,0,8,,,,0.525,0.109,3.91,3.48,7.39,,0.08,,0.6,2,0,2,2,0,0,0,0,0,0,0.3,,,,,,,,0.27,,,,,,,0.1,0.02,,,0,0,,,1.6,0.44,0.1,0.04,25.2,6.78,0.7,0.19,12.6,3.39,,,0.2,0.05,,,0,0,,,0.2,0.05,40.74,10.95,,,0,0,,,3.4,0.9,,,46.3,12.46,0.9,0.25,0,0,,,50.65,13.62,,,,,7.5,2.02,0.6,0.16,,,,,,,,,,,0.1,17.21,,,,,0.3,88.2,0,0,,,,,0.2,53.78,,,0,0,,,8.72,2.34,0.2,53.78,,,0.7,188.23,0,60,83,205,381,940,414,1021,642,1584,74,183,971,2395,308,760,246,607,315,777,519,1280,548,1352,125,308,256,632,268,661,299,738,320,789,240,592,341,841,Cured and smoked pork belly,producto cárnico de cerdo o puerco
F000227,18601,Bacon,Tocino,"Bacon, middle rasher, untrimmed, fried, no added fat","Tocino, lonja medio, sin recortar, grasa frita, sin adición",1747,418,1747,418,34.8,20.6,3.29,37.6,5.1,0,0,0.2,0.2,0,0,0,,,0.3,0.4,0.4,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,0,0,5,0,,,0.081,,0,0.46,,19,0.011,0,0,,309,314,20,1528,,0,1.05,7,0,0,0,0,7,,,,0.315,0.138,4.69,4.64,9.33,,0.08,,0.7,2,0,2,2,0,0,0,0,0,0,0.3,,,,,,,,0.29,,,,,,,,0.02,,,,0,,,,0.59,,0.05,,9.04,,0.25,,4.52,,,,0.07,,,,0,,,,0.07,,14.6,,,,0,,,,1.21,,,,16.62,,0.34,,0,,,,18.16,,,,,,2.7,,0.22,,,,,,,,,,,,22.95,,,,,,117.6,,0,,,,,,71.71,,,,0,,,,3.12,,71.707,,,,250.97,0,79,,273,,1253,,1362,,2112,,243,,3194,,1013,,809,,1036,,1707,,1803,,411,,842,,882,,984,,1053,,789,,1122,Cured and smoked pork belly,producto cárnico de cerdo o puerco
F000223,18601,Bacon,Tocino,"Bacon, middle rasher, separable fat, fried, no added fat","Tocino, lonja medio, grasa separable, fritos, grasas sin adición",3204,766,3204,766,4.1,11.6,1.86,81.1,3.1,0,0,0,0.2,0.2,0,0,,,0.4,0.4,0.4,0,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,0,,0,0,4,1.9,,,0.034,,4.9,0.29,0,11,0.006,,0,,200,190,5.6,1000,,,0.67,0,0,0,,0,0,,,,0.16,0.05,4.8,1.17,5.97,0.16,0.02,,0.1,0,0,0,0,0,0,0,0,0,0,0.3,,0,,0,,0,,0.32,0,0,0,0,0,0,0,0,,,0,0,,,1.3,1,0,0,25.2,19.48,0.4,0.31,14.4,11.13,,,0.2,0.16,,,0,0,,,0,0,41.5,32.08,,,0,0,,,2.4,1.86,0,0,42.6,32.92,0.9,0.7,0,0,0,0,45.9,35.48,,,,,10.3,7.96,0.7,0.54,,,0,0,,,,,0.5,386.44,0.1,77.29,0,0,,,0.2,154.58,0,0,0,0,0,0,0,0,,,0,0,,,11.8,9.12,0,0,,,0.5,386.44,0,93,37,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cured and smoked pork belly,producto cárnico de cerdo o puerco
F000231,18601,Bacon,Tocino,"Bacon, shortcut, as purchased without rind, fried, no added fat","Tocino, acceso directo, como comprar sin corteza, frito, sin grasa añadida",1046,250,1046,250,47.9,30.4,4.86,13.9,6.7,0,0,0,0.4,0.5,0,0,,,0.9,0,0,0,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,160,,0,0,8,5.3,,,0.048,,5.2,0.64,0,30,0.012,,1.8,,500,450,28,2000,,,2.1,0,0,0,,0,0,,,,1.09,0.19,8.5,5.95,14.45,1.48,0.56,,1,3,0,3,3,0,0,0,0,0,0,0.1,,,,,,,,0.08,0,0,0,0,0,0,0,0,,,0,0,,,1.3,0.16,0,0,25.2,3.19,0.4,0.05,14.4,1.82,,,0.2,0.02,,,0,0,,,0,0,41.5,5.25,,,0,0,,,2.4,0.3,0,0,42.6,5.39,0.9,0.11,0,0,0,0,45.9,5.81,,,,,10.3,1.3,0.7,0.09,,,0,0,,,,,0.5,63.24,0.1,12.65,0,0,,,0.2,25.3,0,0,0,0,0,0,0,0,,,0,0,,,11.8,1.49,0,0,,,0.7,88.54,0,57,72,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cured and smoked pork belly,producto cárnico de cerdo o puerco
F000544,18606,"Processed meat, commercially sterile (includes canned meats)","La carne procesada, comercialmente estéril (incluye carnes enlatadas)","Beef, corned, canned","Carne de res, en conserva, enlatadas",957,229,951,227,64.2,21.5,3.44,15.7,2.6,0.7,0,0,0,0.3,0,0,,,0.3,0.3,0.3,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,6,,,,0.11,,8.2,2,,12,,,,,110,140,7.9,750,,,3.4,8,0,23,0,23,12,,,,0,0.07,2.3,3.32,5.62,,0.04,,3.2,127,0,127,127,0,0.2,0,0.1,0,0.7,0.6,,0,,0,,0,,0.6,0,0,0,0,0,0,0,0,,,0.1,0.02,,,3,0.45,0.6,0.09,25,3.74,1.3,0.2,19.2,2.87,,,0.2,0.03,,,0,0,,,0,0,49.4,7.39,,,0.7,0.1,,,3.9,0.58,0,0,38.7,5.79,0.2,0.03,0,0,0,0,43.5,6.51,,,,,1,0.15,0.7,0.1,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.2,29.92,,,0,0,,,1.9,0.28,0.2,29.924,,,4.6,688.26,0,150,57,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
